NIMI ;OSOITE;POSTINUMERO;POSTITOIMIPAIKKA;KUNTA;LUVANALKUPVM;LUPATYYPPI;Y-TUNNUS
Suviranta Turenki;Turengintie 31;14200;Turenki;Janakkala;22.06.2020;Anniskelu A, kaikki alkoholijuomat;3009038-5
Suvitien Merijakamo;Suvitie 14;26100;Rauma;Rauma;01.03.2019;Ann.lupa sis. vähittäismyynnin;2334209-7
Suzan Pizzeria;Rautkallionkatu 3;1360;Vantaa;Vantaa;01.03.2018;Anniskelu A, kaikki alkoholijuomat;2032977-8
Svarta Katten;Norragatan 15;22100;Mariehamn;Maarianhamina;11.04.2017;Anniskelu B, miedot alkoholijuomat/max 22%;2820698-3
Svartbäck Segelsällskaps Paviljong;Spjutsundsvägen 958;6880;Kärrby;Sipoo;15.05.2009;Anniskelu A, kaikki alkoholijuomat;N/A
Sveitsin Maja;Härkävehmaankatu 8;5900;Hyvinkää;Hyvinkää;01.04.2004;Anniskelu A, kaikki alkoholijuomat;0945129-7
Svenska Klubben;Maurinkatu 6;170;Helsinki;Helsinki;01.02.2019;Anniskelu A, kaikki alkoholijuomat;0961890-7
Svenska gården;Herrholmsgatan 18;68600;Pietarsaari;Pietarsaari;12.07.2018;Anniskelu A, kaikki alkoholijuomat;1514142-0
Svinö Stugby Reception;Stugbyvägen 24;22630;Lumparland;Lumparland;18.06.2013;Vähittäismyyntilupa/max. 5.5 %;2255310-8
Svinö stugby´s café;Stugbyvägen 24;22630;Lumparland;Lumparland;05.05.2014;Anniskelu B, miedot alkoholijuomat/max 22%;2255310-8
Svinön Saaristokauppa;Suvisaarentie 23;2380;Espoo;Espoo;29.05.2020;Ann.lupa sis. vähittäismyynnin;2477294-5
Sweet Home;Jäämerentie 31;96200;Rovaniemi;Rovaniemi;04.02.2016;Anniskelu A, kaikki alkoholijuomat;N/A
Sweet Hope Travels;Itämerenportti, laituri H8;10960;Hanko Pohjoinen;Hanko;21.06.2018;Anniskelu A, kaikki alkoholijuomat;2628445-1
Sweet Vaasa;Hovioikeudenpuistikko 11;65100;Vaasa;Vaasa;11.07.2018;Ann.lupa sis. vähittäismyynnin;2836038-2
Sweetown ravintola;Matkuksentie 60;70800;Kuopio;Kuopio;01.03.2018;Anniskelu A, kaikki alkoholijuomat;2649709-4
Sykäräisten NuorisoseuranTalo;Ojennustie 160;69410;Sykäräinen;Toholampi;01.03.2018;Anniskelu A, kaikki alkoholijuomat;0818843-1
Syrjälän Marjatila;Rengontie 91;12920;Topeno;Loppi;01.03.2018;Anniskelu A, kaikki alkoholijuomat;N/A
Sysmä Marina;Vellamontie 4;19700;Sysmä;Sysmä;06.05.2019;Anniskelu A, kaikki alkoholijuomat;2983897-4
Sysmän Autoservis;Keskustie 17;19700;Sysmä;Sysmä;28.06.1994;Vähittäismyyntilupa/max. 5.5 %;0833078-4
Sysmän Autoservis Oy;Keskustie 17;19700;Sysmä;Sysmä;01.03.2018;Anniskelu A, kaikki alkoholijuomat;0833078-4
Sysmän Grilli & Kioski Ky;Uotintie 17;19700;Sysmä;Sysmä;01.06.2003;Vähittäismyyntilupa/max. 5.5 %;1829309-1
Sysmän Kotieläinkahvila;Ravioskorventie 151;19370;Nuoramoinen;Sysmä;27.04.2018;Ann.lupa sis. vähittäismyynnin;N/A
Sysmän Matka-Baari;Sysmäntie 51;19700;Sysmä;Sysmä;01.03.2018;Anniskelu A, kaikki alkoholijuomat;N/A
Syster Baari;Paneliantie 30;27430;Panelia;Eura;26.02.2008;Anniskelu A, kaikki alkoholijuomat;2171632-3
Syväkankaan Kioski;Kiveliönkatu 1;94700;Kemi;Kemi;21.02.1995;Vähittäismyyntilupa/max. 5.5 %;1073115-7
Syvälahden tanssilavan pubi;Syvälahdentie 282;51200;Kangasniemi;Kangasniemi;01.03.2018;Anniskelu A, kaikki alkoholijuomat;0207147-8
Syvärauman Pub;Mäkikatu 1;26200;Rauma;Rauma;01.07.2016;Anniskelu A, kaikki alkoholijuomat;2671420-4
Syvärin Helmi;Nilsiän satama;73300;Nilsiä;Kuopio;01.06.2016;Anniskelu A, kaikki alkoholijuomat;2281087-2
Syysmeiningit;Amiraalintie 162;86300;Oulainen;Oulainen;22.08.2020;Määräaikainen A, kaikki alkoholijuomat;2972213-8
Syökerin Tupa;Karkkilantie 8;3790;Vihtijärvi;Vihti;03.12.2018;Ann.lupa sis. vähittäismyynnin;2000494-9
Syötekylän kauppa;Syötekyläntie 1257;93280;Syöte;Pudasjärvi;15.10.2019;Luovutuspaikka;1505551-4
Syötteen Kauppa;Syötekyläntie 1257;93280;Syöte;Pudasjärvi;14.02.2016;Vähittäismyyntilupa/max. 5.5 %;2736323-1
Säkylän Kebab-Pizzeria;Rantatie 270;27800;Säkylä;Säkylä;26.11.2018;Ann.lupa sis. vähittäismyynnin;N/A
Sälinkään Kartano;Kartanontie 20;4740;Sälinkää;Mäntsälä;01.09.1987;Anniskelu A, kaikki alkoholijuomat;0691285-2
Sälinkään M-kyläkauppa;Oitintie 12;4740;Sälinkää;Mäntsälä;11.08.2017;Vähittäismyyntilupa/max. 5.5 %;2840785-7
Sällskapsklubben Kokkola;Torikatu 27;67100;Kokkola;Kokkola;01.10.2017;Anniskelu A, kaikki alkoholijuomat;2670899-8
Säräpirtti Kippurasarvi;Rantatie 1;54710;Lemi;Lemi;01.02.2020;Ann.lupa sis. vähittäismyynnin;0696160-3
Säynäniemen leirintäalue;Säynäniementie 100;35100;Orivesi As;Orivesi;01.03.2018;Anniskelu A, kaikki alkoholijuomat;2585711-5
Sääksjärven Nuorisoseura;Sääksjärventie 487;62800;Vimpeli;Vimpeli;01.03.2018;Anniskelu A, kaikki alkoholijuomat;0184317-3
Sääksjärven työväentalo;Sääksjärventie 436;62880;Sääksvesi;Vimpeli;18.06.2019;Anniskelu A, kaikki alkoholijuomat;0933270-6
Sääksmäen Silta;Hämeenlinnantie 28;37700;Sääksmäki;Valkeakoski;16.06.2020;Anniskelu A, kaikki alkoholijuomat;3137334-4
Säänjärven lavan ravintola ja;Säänjärventie 49;54800;Savitaipale;Savitaipale;01.03.2018;Anniskelu A, kaikki alkoholijuomat;1460147-2
Säästöhalli Ristiina;Brahentie 42;52300;Ristiina;Mikkeli;15.04.2004;Vähittäismyyntilupa/max. 5.5 %;1029805-8
Säästökulman Baari;Kauppatie 48;29900;Merikarvia;Merikarvia;08.02.2019;Anniskelu A, kaikki alkoholijuomat;2901083-5
Säästökuoppa Haukipudas;Annalankankaantie 1;90830;Haukipudas;Oulu;01.09.2010;Vähittäismyyntilupa/max. 5.5 %;2326462-3
Söder;Sommartorget 2;21660;Nauvo;PARAINEN;01.05.2020;Anniskelu A, kaikki alkoholijuomat;0661792-5
Söder;Uudenmaankatu 9;120;Helsinki;Helsinki;20.06.2005;Anniskelu A, kaikki alkoholijuomat;1965608-5
Söderby  Minilivs;Söderby;22610;Lemland;Lemland;01.04.2019;Vähittäismyyntilupa/max. 5.5 %;N/A
Söderby Boden;Gamla Söderbyvägen 44;7390;Suurpellinki;Porvoo;02.02.2009;Vähittäismyyntilupa/max. 5.5 %;2244515-8
Söderhagen restaurang & café;Degersandsvägen 127;22270;Eckerö;Eckerö;08.05.2019;Anniskelu B, miedot alkoholijuomat/max 22%;2988304-6
Söderkullan kartano;Söderkullantie 701;1150;Söderkulla;Sipoo;02.07.2018;Ann.lupa sis. vähittäismyynnin;2705545-8
Södra Altan WHA;Wiklöf Holding Arena;22100;Mariehamn;Maarianhamina;01.06.2020;Määräaikainen B, miedot alkoholijuomat/max 22%;2154418-9
Södra Vallgrund Handelslag;Sommarösundvägen 263;65930;Södra Vallgrund;Mustasaari;10.06.2019;Luovutuspaikka;1505551-4
Södra Vallgrund Hlg;Sommarösundvägen 263;65930;Södra Vallgrund;Mustasaari;01.01.1969;Vähittäismyyntilupa/max. 5.5 %;0209187-4
T:mi Kioski ja Baari Tuulimylly;Ylänteentie 487;16900;Lammi;Hämeenlinna;01.03.2018;Anniskelu A, kaikki alkoholijuomat;N/A
T:mi Kioski ja Baari Tuulimylly;Ylänteentie 487;16900;Lammi;Hämeenlinna;03.01.2013;Vähittäismyyntilupa/max. 5.5 %;N/A
T:mi Sami  Lassila;Ruotsinkylä;7990;Ruotsinkylä;Loviisa;09.08.1993;Vähittäismyyntilupa/max. 5.5 %;N/A
T:mi Tero Kataja;Ojamonharjuntie 4;8100;Lohja;Lohja;16.12.2008;Vähittäismyyntilupa/max. 5.5 %;N/A
TAUKO.Nukari;Hämeentie 139;5450;Nukari;Nurmijärvi;16.03.2019;Vähittäismyyntilupa/max. 5.5 %;N/A
TB  Niittykumpu;Luomankuja 2;2200;Espoo;Espoo;31.08.2000;Vähittäismyyntilupa/max. 5.5 %;1611638-2
TB Etappi elintarvikemyynti;Kuopiontie 66;79600;Joroinen;Joroinen;09.05.1995;Vähittäismyyntilupa/max. 5.5 %;0811548-6
TB Karankamäki;Motellintie 1;52720;Karankamäki;Mäntyharju;01.03.2018;Anniskelu A, kaikki alkoholijuomat;0500057-9
TB-Etappi;Kuopiontie 66;79600;Joroinen;Joroinen;01.03.2018;Anniskelu A, kaikki alkoholijuomat;0811548-6
TB-Huoltamo;Kiertotie 13;97700;Ranua;Ranua;01.03.2018;Anniskelu A, kaikki alkoholijuomat;1645057-5
TB-Huoltamo;Kiertotie 13;97700;Ranua;Ranua;19.02.2001;Vähittäismyyntilupa/max. 5.5 %;1645057-5
TB-Jakelu J. Tuominen Oy;Raatetie 2;86600;Haapavesi;Haapavesi;01.04.2004;Vähittäismyyntilupa/max. 5.5 %;1504380-4
TB-Möttönen;Jyväskyläntie 631;69980;Möttönen;Perho;25.02.2003;Vähittäismyyntilupa/max. 5.5 %;1764646-5
TB-Pirttilä/Elintarvikemyyntip;Hämeensaarentie 6;13100;Hämeenlinna;Hämeenlinna;08.01.1996;Vähittäismyyntilupa/max. 5.5 %;0863634-5
TB-RistinummI;Kappelinmäentie 2;65370;Vaasa;Vaasa;21.10.2014;Vähittäismyyntilupa/max. 5.5 %;2642737-9
TB-Siilinhovi;Itkolantie 1;70910;Vuorela;Siilinjärvi;01.10.2009;Vähittäismyyntilupa/max. 5.5 %;2281857-5
TB-Siilinhovi;Itkolantie 1;70910;Vuorela;Siilinjärvi;01.03.2018;Anniskelu A, kaikki alkoholijuomat;2281857-5
TB-huoltamon elintarvikemyymälä;Teollisuustie 1;51200;Kangasniemi;Kangasniemi;24.03.1997;Vähittäismyyntilupa/max. 5.5 %;0164678-6
TB-jakelu Koillistie;Kuusamontie 10;93400;Taivalkoski;Taivalkoski;13.07.1995;Vähittäismyyntilupa/max. 5.5 %;1090414-2
TEBOIL MALMI;Laulurastaantie 2;780;Helsinki;Helsinki;16.07.2010;Vähittäismyyntilupa/max. 5.5 %;2315347-2
TEHDAS Teatteri;Itäinen Rantakatu 64;20810;Turku;Turku;01.03.2018;Anniskelu A, kaikki alkoholijuomat;1744909-0
TENHO;Helsinginkatu 15 LH 7;500;Helsinki;Helsinki;14.06.2015;Anniskelu A, kaikki alkoholijuomat;2686433-3
THAI ORCHID ITIS;Itäkatu 1-5 C /1507;930;Helsinki;Helsinki;02.05.2017;Anniskelu A, kaikki alkoholijuomat;2825089-6
TIFOSI;Kauppakatu 3;26100;Rauma;Rauma;01.04.2018;Anniskelu A, kaikki alkoholijuomat;1597853-8
TIHC-jäähalli;Viidankatu 18;95420;Tornio;Tornio;01.03.2018;Anniskelu A, kaikki alkoholijuomat;0608975-5
TODAYS;Turunlinnantie 8;930;Helsinki;Helsinki;01.11.2019;Anniskelu A, kaikki alkoholijuomat;2920846-2
TORANDA Events;Näätsaarentie 244;95450;Tornio;Tornio;22.11.2013;Anniskelu A, kaikki alkoholijuomat;2083608-3
TPS Salibandy ry;Kärsämäentie 35;20360;Turku;Turku;06.11.2018;Anniskelulupa ilman toimipaikkaa;1487409-1
TPV Pub Tammelan Stadion;Kalevan puistotie 21;33500;Tampere;Tampere;03.07.2020;Määräaikainen A, kaikki alkoholijuomat;0155605-1
TRIB3 Helsinki;Runeberginkatu 44;260;Helsinki;Helsinki;11.06.2020;Anniskelu A, kaikki alkoholijuomat;3092782-7
TTT-Klubi;Hallituskatu 19;33200;Tampere;Tampere;24.09.2011;Anniskelu A, kaikki alkoholijuomat;1009332-7
TTT-Teatteripalvelut;Hämeenpuisto 28-32;33200;Tampere;Tampere;16.04.1985;Anniskelu A, kaikki alkoholijuomat;1009332-7
TTY Tietotalo (/Sodexo);Korkeakoulunkatu 1;33720;Tampere;Tampere;25.09.2015;Anniskelu A, kaikki alkoholijuomat;0907890-4
TV Pub Oy;Sairaalantie 2;45360;Valkeala;Kouvola;10.06.2015;Anniskelu A, kaikki alkoholijuomat;2550252-5
Taaborinvuori;Palojoki;1940;Palojoki;Nurmijärvi;18.06.1999;Anniskelu A, kaikki alkoholijuomat;1084560-5
Taalintehdas ST1;Rantatie 1;25900;Taalintehdas;Kemiönsaari;06.05.2019;Anniskelu A, kaikki alkoholijuomat;2798588-2
Taalintehdas ST1;Rantatie 1;25900;Taalintehdas;Kemiönsaari;24.05.2018;Vähittäismyyntilupa/max. 5.5 %;2798588-2
Taalintehtaan vierasvenesatama;Rantatie;25900;Taalintehdas;Kemiönsaari;01.06.2020;Vähittäismyyntilupa/max. 5.5 %;2945254-5
Taattisten Tila;Koverintie 23;21160;Merimasku;Naantali;10.08.2020;Anniskelu A, kaikki alkoholijuomat;1905183-6
Tabasco Pizzeria Kebab;Otto Mannisentie 8;51200;Kangasniemi;Kangasniemi;01.03.2018;Anniskelu A, kaikki alkoholijuomat;2690616-9
Table en Bois;Vuorenlahdenkatu 38;40900;Säynätsalo;Jyväskylä;02.04.2012;Anniskelu A, kaikki alkoholijuomat;N/A
Tackork Gård & Marina;Tackorkintie 31;21660;Nauvo;PARAINEN;07.05.2020;Ann.lupa sis. vähittäismyynnin;2870585-4
Taco Bell Bakers;Kalevankatu 2;100;Helsinki;Helsinki;28.03.2018;Ann.lupa sis. vähittäismyynnin;2829713-3
Taco Bell Dixi;Ratatie 11;1300;Vantaa;Vantaa;14.08.2018;Anniskelu A, kaikki alkoholijuomat;2829713-3
Taco Bell Flamingo;Tasetie 8;1510;Vantaa;Vantaa;01.03.2019;Anniskelu A, kaikki alkoholijuomat;2829713-3
Taco Bell Hansa;Eerikinkatu 15;20100;Turku;Turku;01.09.2019;Anniskelu A, kaikki alkoholijuomat;2829713-3
Taco Bell Iso Omena;Piispansilta 9;2230;Espoo;Espoo;01.03.2018;Anniskelu A, kaikki alkoholijuomat;2829713-3
Taco Bell Itis;Itäkatu 1-5 LT 2501;930;Helsinki;Helsinki;20.07.2018;Anniskelu A, kaikki alkoholijuomat;2829713-3
Taco Bell Lappeenranta;Kauppakatu 29-31;53100;Lappeenranta;Lappeenranta;01.06.2019;Anniskelu A, kaikki alkoholijuomat;2829713-3
Taco Bell Nihtisilta;Nihtisilta 4;2360;Espoo;Espoo;01.07.2019;Anniskelu A, kaikki alkoholijuomat;2829713-3
Taco Bell Sello;Leppävaarankatu 3-9;2600;Espoo;Espoo;01.03.2018;Anniskelu A, kaikki alkoholijuomat;2829713-3
Taco Bell Tennispalatsi;Fredrikinkatu 65;100;Helsinki;Helsinki;15.04.2019;Anniskelu A, kaikki alkoholijuomat;2829713-3
Taco House;Rautatienkatu 27;33100;Tampere;Tampere;01.03.2018;Anniskelu A, kaikki alkoholijuomat;1070990-2
Taco Nito;Aurakatu 3;20100;Turku;Turku;01.03.2018;Anniskelu A, kaikki alkoholijuomat;2520016-4
Tacos de Kuurna  Kiosquito ;Liisanpuistikko;170;Helsinki;Helsinki;01.06.2020;Määräaikainen A, kaikki alkoholijuomat;2952912-7
Tadim Kebab Pizzeria;Hirsitie 2;21530;Paimio;Paimio;01.03.2018;Anniskelu A, kaikki alkoholijuomat;N/A
Tahko Pesis Ravintola;Urheilukatu 19;5800;Hyvinkää;Hyvinkää;01.05.2019;Anniskelu A, kaikki alkoholijuomat;2860476-2
Tahko Spa;Keitaankatu 1;73310;Tahkovuori;Kuopio;18.06.2018;Anniskelu A, kaikki alkoholijuomat;1823652-1
Tahko Spa noutopiste;Keitaankatu 1;73300;Nilsiä;Kuopio;12.07.2019;Luovutuspaikka;1505551-4
Tai Hing Asian Cuisine;Kirkkokatu 9;48100;Kotka;Kotka;13.11.2014;Anniskelu A, kaikki alkoholijuomat;2060033-7
Taica Ravintola;Keskuskatu 16 B;76100;Pieksämäki;Pieksämäki;16.03.2020;Määräaikainen A, kaikki alkoholijuomat;N/A
Taidegalleria GalleriAri;Kasarminkatu 3;50100;Mikkeli;Mikkeli;02.05.2019;Ann.lupa sis. vähittäismyynnin;2354343-8
Taidekahvila Perkolaattori;Kouvolankatu 23;45100;Kouvola;Kouvola;19.06.2018;Anniskelu A, kaikki alkoholijuomat;2881720-7
Taidekeskus Taarasti;Taarastintie 6;15560;Nastola;Lahti;20.09.1995;Anniskelu A, kaikki alkoholijuomat;0310973-0
Taiga;Vaeltajantie 2;95980;Ylläsjärvi;Kolari;30.08.2019;Anniskelu A, kaikki alkoholijuomat;2199747-9
Taiga School;Ronkaisenrannantie 4 a;93800;Kuusamo;Kuusamo;01.02.2020;Anniskelu A, kaikki alkoholijuomat;2904722-4
Taikalinna Jättiläisenmaa;Kivesvaarantie 40;88300;Paltamo;Paltamo;01.11.2014;Anniskelu A, kaikki alkoholijuomat;N/A
Taikayön lomat;Kajaniementie 79;31720;Urjalankylä;Urjala;01.03.2018;Anniskelu A, kaikki alkoholijuomat;2596121-1
Taikuri;Lutakonaukio;40100;Jyväskylä;Jyväskylä;25.06.2020;Määräaikainen A, kaikki alkoholijuomat;2685815-2
Taimon Krouvi;Nuhjalantie 8;21110;Naantali;Naantali;09.02.1996;Anniskelu A, kaikki alkoholijuomat;0974864-8
Taistelijan Talo;Hatuntie 387 A;82967;Hattu;Ilomantsi;12.06.2018;Ann.lupa sis. vähittäismyynnin;N/A
Taito Shop Kenkävero;Pursialankatu 6;50100;Mikkeli;Mikkeli;04.05.2004;Vähittäismyyntilupa/max. 5.5 %;0215846-9
Taito Shop Mikkeli;Hallituskatu 7-9;50100;Mikkeli;Mikkeli;30.05.2018;Vähittäismyyntilupa/max. 5.5 %;0215846-9
Taito Shop Savonlinna;Puistokatu 7;57100;Savonlinna;Savonlinna;28.05.2008;Vähittäismyyntilupa/max. 5.5 %;0215846-9
Taitocafe, Designmuseo;Korkeavuorenkatu 23;130;Helsinki;Helsinki;01.09.2019;Anniskelu A, kaikki alkoholijuomat;2060274-6
Taitokartano Lumikki Living;Luostontie 4;99555;Luosto;Sodankylä;27.09.2019;Luovutuspaikka;1505551-4
Taitotalon Kongressikeskus;Valimotie 8 C;380;Helsinki;Helsinki;01.07.2020;Anniskelu A, kaikki alkoholijuomat;3008326-5
Taitotalon ravintola;Wredenkatu 2;78250;Varkaus;Varkaus;09.09.2008;Anniskelu A, kaikki alkoholijuomat;0907890-4
Taivaallinen Rauha;Asemakatu 4;84100;Ylivieska;Ylivieska;01.03.2018;Anniskelu A, kaikki alkoholijuomat;2221468-3
Taivaanrannan myymälä;Rautatienkatu 13;15110;Lahti;Lahti;26.03.2018;Ann.lupa sis. vähittäismyynnin;1103581-5
Taivaanvalkeat;Köngäs;99140;Köngäs;Kittilä;06.06.2012;Anniskelu A, kaikki alkoholijuomat;2458663-2
Taivassalon Autohuolto;Turuntie 47;23310;Taivassalo;Taivassalo;12.06.1996;Vähittäismyyntilupa/max. 5.5 %;0683473-5
Takaladon Liha ja Kala Oy;Jokelantie 34;49400;Hamina;Hamina;22.05.2013;Vähittäismyyntilupa/max. 5.5 %;2346022-9
Takatalo & Tompuri Brewery;Uskintie 23 c;49980;Ravijoki;Virolahti;08.02.2018;Käsityöläisoluen vähittäismyynti/max 12.0%;2708164-8
Takatasku;Keskuskuja 1;80100;Joensuu;Joensuu;14.06.1985;Anniskelu A, kaikki alkoholijuomat;0168170-9
Take the cake;Myllynkatu 1, tila nro 2320;21280;Raisio;Raisio;01.03.2018;Anniskelu A, kaikki alkoholijuomat;2682912-4
Takka-Bar Kotiranta;Tehtaantie 15;35990;Kolho;Mänttä-vilppula;01.11.2019;Anniskelu A, kaikki alkoholijuomat;0935166-7
Takkulan Klubiravintola;Takkulantie 20;15230;Lahti;Lahti;15.07.2019;Ann.lupa sis. vähittäismyynnin;2704430-2
Tali Café;Huopalahdentie 28;350;Helsinki;Helsinki;24.08.2005;Anniskelu A, kaikki alkoholijuomat;0107101-1
Talihalli;Huopalahdentie 28;350;Helsinki;Helsinki;01.03.2018;Anniskelu A, kaikki alkoholijuomat;1081914-0
Tallipihan Kahvila;Kuninkaankatu 4, Tallipiha;33210;Tampere;Tampere;03.10.2018;Anniskelu A, kaikki alkoholijuomat;2932267-9
Talon Café;Hämeentie 2 B;530;Helsinki;Helsinki;28.05.2020;Ann.lupa sis. vähittäismyynnin;2056431-3
Talouskauppa Immonen Ky;Rääkkyläntie 2;82380;Tolosenmäki;Kitee;20.04.1982;Vähittäismyyntilupa/max. 5.5 %;0168798-3
Talouspörssi (Mynämäki);Keskustakatu 10;23100;Mynämäki;Mynämäki;01.02.2018;Vähittäismyyntilupa/max. 5.5 %;1003385-0
Talouspörssi (Paimio);Jokipellonkatu 2;21530;Paimio;Paimio;01.02.2018;Vähittäismyyntilupa/max. 5.5 %;1003385-0
Talouspörssi Länsikeskus;Viilarinkatu 5;20320;Turku;Turku;14.03.2017;Vähittäismyyntilupa/max. 5.5 %;1003385-0
Talouspörssi, Uusikaupunki;Poraajantie 6;23500;Uusikaupunki;Uusikaupunki;26.11.2002;Vähittäismyyntilupa/max. 5.5 %;1003385-0
Talviaisten VPK:n Lava;Talviaistentie 71;35420;Talviainen;Orivesi;01.03.2018;Anniskelu A, kaikki alkoholijuomat;1449259-5
Talvisilta Cafe & Pub;Sieponkuja 2-4;5860;Hyvinkää;Hyvinkää;10.04.2020;Ann.lupa sis. vähittäismyynnin;2800890-1
Tamarin;Mannerheimintie 14;100;Helsinki;Helsinki;01.02.2011;Anniskelu A, kaikki alkoholijuomat;1954173-9
Tamarin Jumbo;Vantaanportinkatu 3;1510;Vantaa;Vantaa;15.02.2016;Anniskelu A, kaikki alkoholijuomat;2738451-8
Tamarin Jyväskylä;Ahjokatu 5;40320;Jyväskylä;Jyväskylä;01.10.2017;Anniskelu A, kaikki alkoholijuomat;2832027-6
Tamarin Tikkurila;Tikkuraitti 15;1300;Vantaa;Vantaa;30.08.2018;Ann.lupa sis. vähittäismyynnin;2188257-5
Tamk opetusravintola;Kuntokatu 3;33520;Tampere;Tampere;04.08.2014;Anniskelu A, kaikki alkoholijuomat;1015428-1
Tammenlehväkeskus;Kenttäkatu 17;33500;Tampere;Tampere;01.01.2009;Anniskelu A, kaikki alkoholijuomat;2117933-7
Tammiluodon Viinitila;Tammiluoto 257;21630;Lielahti Tl;PARAINEN;15.11.2004;Anniskelu A, kaikki alkoholijuomat;1061137-4
Tammiluodon tilaviinimyymälä;Tammiluodontie 244;21630;Lielahti Tl;PARAINEN;08.07.1997;Tilaviinin vähittäismyynti;1061137-4
Tammiston Bed&breakfast;Tammistontilankatu 3;21110;Naantali;Naantali;15.12.2019;Anniskelu A, kaikki alkoholijuomat;2249604-3
Tampere Areena;Jäähallinraitti 3;33540;Tampere;Tampere;20.06.2003;Anniskelu A, kaikki alkoholijuomat;1059961-9
Tampere Camping Härmälä;Leirintäkatu 8;33900;Tampere;Tampere;01.03.2018;Anniskelu A, kaikki alkoholijuomat;2332771-9
Tampere Camping Härmälä, Kauppa;Leirintäkatu 8;33900;Tampere;Tampere;16.06.2010;Vähittäismyyntilupa/max. 5.5 %;2332771-9
Tampere Tesoma (2460);Tesomankatu 4;33310;Tampere;Tampere;07.03.2019;Vähittäismyyntilupa (alko);1505551-4
Tampere United anniskelualue;Kisakentänkatu 25;33230;Tampere;Tampere;28.04.2018;Määräaikainen A, kaikki alkoholijuomat;1509072-3
Tampere-Pirkkalan lentoasema;Tornikaari 50;33960;Pirkkala;Pirkkala;16.08.2004;Anniskelu A, kaikki alkoholijuomat;0986855-1
Tampere-Pirkkalan lentoaseman;Varikontie 14;33960;Pirkkala;Pirkkala;14.04.2015;Anniskelu A, kaikki alkoholijuomat;0986855-1
Tampere-talon ravintolat;Yliopistonkatu 55;33100;Tampere;Tampere;18.05.2018;Ann.lupa sis. vähittäismyynnin;0706363-7
Tampereen Jäätelötehdas Gelateria;Vikinraitti 8;33880;LEMPÄÄLÄ;Lempäälä;15.05.2020;Ann.lupa sis. vähittäismyynnin;2110017-4
Tampereen Säästö-Tex, Kemi;Kiveliönkatu 28;94600;Kemi;Kemi;12.11.1993;Vähittäismyyntilupa/max. 5.5 %;0637646-3
Tampereen Säästö-Tex, Tornio;Teollisuuskatu 5;95420;Tornio;Tornio;16.05.1994;Vähittäismyyntilupa/max. 5.5 %;0637646-3
Tampereen Ylioppilasteatteri;Itsenäisyydenkatu 12-14;33500;Tampere;Tampere;01.03.2018;Anniskelu A, kaikki alkoholijuomat;0361454-2
Tampereen Yo-Talo;Kauppakatu 10;33210;Tampere;Tampere;20.04.2018;Ann.lupa sis. vähittäismyynnin;2820495-3
Tampereen jäähallin ravintolat;Jäähalli;33530;Tampere;Tampere;17.08.2001;Anniskelu A, kaikki alkoholijuomat;0658353-4
Tampereen kirjastokahvila Metso;Pirkankatu 2;33210;Tampere;Tampere;15.02.1999;Anniskelu A, kaikki alkoholijuomat;0935345-1
Tanelintupa;Lehmustie 1;60510;Hyllykallio;Seinäjoki;01.01.2020;Ann.lupa sis. vähittäismyynnin;3099354-1
Tanhuan Messula;Tanhua;99640;Tanhua;Savukoski;01.03.2018;Anniskelu A, kaikki alkoholijuomat;0959685-9
Tanhuantien Unska;Tanhuantie 1;45150;Kouvola;Kouvola;01.02.2020;Anniskelu A, kaikki alkoholijuomat;N/A
Tankkauspiste;Jukolantie 6;45200;Kouvola;Kouvola;01.12.2019;Anniskelu A, kaikki alkoholijuomat;2971613-3
TankkiBaari;Lappilanraitti 6;16670;Lappila;Kärkölä;19.03.2015;Anniskelu A, kaikki alkoholijuomat;N/A
Tanskalainen Voileipä;Cygnaeuksenkatu 5;100;Helsinki;Helsinki;01.01.2019;Ann.lupa sis. vähittäismyynnin;0114736-2
Tanssi-  ja huvikeskus Tanhuhovi;Hankoniementie 50;8700;Lohja;Lohja;26.12.2014;Anniskelu A, kaikki alkoholijuomat;2642537-3
Tanssi- ja viihdelava Tampsa;Kymintie 244;48720;Kotka;Kotka;01.03.2018;Anniskelu A, kaikki alkoholijuomat;0225796-9
Tanssikeskus Latosaari;Huhtalantie 147;62100;Lapua;Lapua;01.01.2020;Määräaikainen A, kaikki alkoholijuomat;2370036-8
Tanssikrouvi Mouhijärvi;Rieniläntie 1;38420;Sastamala;Sastamala;01.09.2016;Anniskelu A, kaikki alkoholijuomat;1438345-2
Tanssipaikka Lusan Halli;Mäntyläntie 14;61300;Kurikka;Kurikka;02.07.2009;Anniskelu A, kaikki alkoholijuomat;0180251-5
Tanssisali Lutakko;Lutakonaukio 3;40100;Jyväskylä;Jyväskylä;13.03.2006;Anniskelu A, kaikki alkoholijuomat;0855518-2
Tanssiteatteri Hurjaruuth;Tallberginkatu 1 A 2. krs;180;Helsinki;Helsinki;01.02.2019;Anniskelu A, kaikki alkoholijuomat;0485147-8
Tanssiteatteri MD;Hämeenkatu 25;33200;Tampere;Tampere;16.11.2017;Anniskelu A, kaikki alkoholijuomat;0722372-5
Tap Room;Peltorivi 7;10470;Fiskari;Raasepori;24.05.2019;Ann.lupa sis. vähittäismyynnin;N/A
Tapahtumahotelli HUONE;Länsisatamankatu 16;180;Helsinki;Helsinki;01.02.2018;Anniskelu A, kaikki alkoholijuomat;2780061-4
